"nid","key_number","display_name","sort_name","parent","biography","present_in_yok"
"21818","1787","Mrs. Ed Walker","Walker, Mrs Ed","","<p>While <em>Sanctuary</em> describes the jailer's wife as ""a lank, slattern woman,"" her insistence on giving Ruby a bed after the Baptists got her thrown out of the hotel, despite her husband's reluctance to do so - ""I kin always find a bed fer a woman and child,"" she says; ""I don't keer whut Ed says"" - is welcomed by Horace (181).</p>","Yes"
"21817","1786","Ed Walker","Walker, Ed","","<p>In <em>Sanctuary</em> Ed Walker is the county jailer.  Apparently he was reluctant to allow Ruby and her child to spend a night in the jail with Lee Goodwin, but his wife, who lives with her husband in the jail and admits them, tells Horace ""I dont keer whut Ed says"" (181).</p>","Yes"
"21816","1785","Van","Van","","<p>In <em>Sanctuary</em> Van is one of the gangsters who works with Popeye to get Lee's whiskey from Yoknapatawpha to Memphis.  He is introduced into the narrative by his ""harsh, derisive laugh"" (53).   He stirs up the menace at the Old Frenchman's by fighting with both Gowan and Lee over Temple, and ripping open the raincoat she is wearing, but drives away with a shipment after that.</p>","Yes"
"21815","1783","Uncle Bud","Uncle Bud","","<p>Despite his name, in <em>Sanctuary</em> ""Uncle Bud"" is a ""small bullet-headed boy of five or six"" (250), ""with freckles like splotches of huge summer rain on a sidewalk"" (251).  He is related somehow to Miss Myrtle, though he is only staying with her temporarily, and will soon ""go back home"" (252) to ""a Arkansaw farm"" (251) - perhaps the same Arkansas orphanage where the four children whom Reba is supporting live.  He is adept at ""snitching beer"" (253); after he breaks into the icebox and drinks a whole bottle, he brings Chapter 25 to a close by throwing up.</p>","No"
"21814","1782","Tommy","Tommy","","<p>Barefoot, ""shambling,"" with ""matted and foul"" hair (10) and a ""rapt empty gaze"" (113), Tommy in <em>Sanctuary</em> helps Lee make bootleg whiskey and, when Lee is not watching, drinks it too.  He has been a familiar figure ""for fifteen years about the countryside"" (113), and occasionally in town, but no one in Yoknapatawpha knows his last name.  His behavior disconcerts both Horace and Temple.  Lee and Ruby both call him a ""feeb"" (9, 128).  He is feeble-minded but kind-hearted.  After Gowan deserts Temple, Tommy loses his life trying to protect her from Popeye.</p>","Yes"
"21813","1781","Shack","Shack","","<p>On board the third and last train Horace takes on his way to Oxford in <em>Sanctuary</em> are two ""young men in collegiate clothes with small cryptic badges on their shirts and vests"" (168).  One is unnamed, but he calls the other one ""Shack,"" presumably a nickname derived from the confectionery near the college campus (169).  ""Shack"" whistles a ""broken dance rhythm"" that the narrator calls ""meaningless, vertiginous"" (169-70).</p>","No"
"21812","1780","Red","Red","","<p>Popeye, who is himself impotent, brings Red into Temple's life as a surrogate sexual partner for her - turning Reba's ""respectable"" brothel, as she indignantly puts it in <em>Sanctuary</em>, ""into a peep-show"" (255).  Red ""looked like a college boy"" (235), but is part of the Memphis underworld.  When Temple tries to run away with Red, however, Popeye kills him.  His death is not narrated, but at the raucous funeral service that is held for him in the same speakeasy where he and Temple danced we see the hole Popeye's bullet made in ""the center of his forehead"" (249).  In <em>Requiem for a Nun</em> Temple calls him ""Alabama Red"" and says he worked as ""a houseman - the bouncer - at the nightclub"" that Popeye owns (114).  According to Temple in this novel, Red is ""not a criminal,"" ""just a thug"" (114), but during their unconventional sexual encounters she ""falls in love"" with him (113), and writes him the letters that in the hands of his younger brother, Pete, create the occasion for the crime that Nancy commits eight years later.</p>","No"
"21811","1779","Doctor Quinn","Doctor Quinn","","<p>""A fattish man with thin, curly hair,"" whose eyeglasses seem to be worn only ""for decorum's sake"" (149), Dr. Quinn treats Temple when she first arrives at Miss Reba's in <em>Sanctuary</em>.  Initially he refused to make a house call on Sunday, but Reba reminds him that she ""can put him in jail three times over"" (148).</p>","No"
"21810","1778","Popeye Vitelli","Popeye Vitelli","Unnamed Mother of Popeye, Unnamed Mother of Popeye","<p>The narrator of <em>Sanctuary</em> describes Popeye as someone with ""that vicious depthless quality of stamped tin"" (4).  Although Temple once calls him ""that black man"" (49), and Horace refers to ""Popeye's black presence"" (121), Popeye is white.  A modern psychologist would label him a sociopath.  Horace calls him one of ""those Memphis folks"" (21), the gangsters who buy homemade whiskey from Lee to sell in the speakeasies of the city.   He was born on Christmas, in Pensacola, Florida.  A well-known gangster in Memphis, Popeye's only connection with Yoknapatawpha seems to be bootleg liquor, and though Lee feels his presence constantly lurking outside the jail in Jefferson, Popeye may never return to Yoknapatawpha after driving away with Temple.   As a murderer, a rapist and a kidnapper who always dresses in black (which explains Temple's label), he seems perfectly cast for the role of villain - until <em>Sanctuary</em>'s last chapter describes his early life as the illegitimate child of a father whom he never sees but whose syphilis leaves him permanently damaged.  He appears again in <em>Requiem for a Nun</em>, in descriptions of him by Temple, the woman he raped and kidnapped, and Horace, who never met him.  According to Gavin, his last name is Vitelli (114).  Temple refers to him as an ""underworld big shot"" (112).  Gavin's descriptions are more lurid: he calls Popeye  ""a psychopath . . . a little black thing with an Italian name like a neat and only slightly deformed cockroach: a hybrid, sexually incapable"" (110).  In connection with Popeye's impotence, Temple says there was no sex ""from him"" (111), and in this novel's representation of the events described in <em>Sanctuary</em> Popeye's raping her with an inanimate object is not mentioned.  In both novels, after committing two murders, Popeye is ""hanged in Alabama for a murder he did not commit"" (114).</p>","Yes"
"21809","1777","Miss Lorraine","Miss Lorraine","","<p>Miss Lorraine is one of the two women in <em>Sanctuary</em> who come back to the brothel with Miss Reba after Red's funeral.  (The context suggests they might be madams at other Memphis brothels, but that is not made explicit in the text.)  Lorraine is the ""thin woman in sober, severe clothes and gold nose-glasses"" (250).  The narrator refers to her ""flat spinster's breast"" (256) and several times compares her appearance to that of ""a school-teacher"" (251, 258).  But while ""sitting upright like a school-teacher,"" she condemns men for expecting women to ""resist temptation"" and calls Popeye a ""lousy son of a bitch"" (258, 259).</p>","No"
"21808","1776","Luke","Luke","","<p>In <em>Sanctuary</em> Luke lives and makes moonshine whiskey half a mile outside of Oxford, up a steep slope alongside ""the road to Taylor"" (32).</p>","No"
"21807","1775","Drake, Mother of Temple","Drake, Mother of Temple","","<p>During the testimony that Temple Drake of Jackson, Mississippi, gives under oath in <em>Sanctuary</em>, she says her mother is dead (285).  In <em>Requiem for a Nun</em>, however, Gowan takes Temple's son Bucky to spend a week ""with [his] grandparents in New Orleans"" (136) -<br />
which resurrects Mrs. Drake and moves her to Louisiana.  While in the first novel Temple often thinks of her father, and she refers to him again in the second, her mother is only mentioned in these two incompatible ways.</p>","No"
"21806","1774","Unnamed Mother of Popeye","Unnamed Mother of Popeye","Unnamed Grandmother of Popeye","<p>Never named, the woman in <em>Sanctuary</em> who gave birth to Popeye is ""the daughter of a boarding house keeper"" in Pensacola (302-03).  She is already pregnant with him, and carrying the disease (probably syphilis) that will leave her an ""invalid"" (309), when she marries Popeye's father, a professional strike-breaker whom she has only known for 3 days when they decide to marry.  They were married less than 3 weeks when he takes off, leaving her to raise the child who is born with the same disease.  Under the circumstances, she seems like a very good mother, but the circumstances include thinking Popeye has perished when her pyromaniac mother burns down their house.  ""She never wholly recovered"" from that trauma (308).  She supports herself by doing ""needlework and such"" (309), and believes Popeye when, during his annual visits to see her, he says he works as a hotel clerk.</p>","No"
"21805","1773","Unnamed Father of Popeye","Unnamed Father of Popeye","","<p>In <em>Sanctuary</em> the man who fathered Popeye is a professional strike breaker who marries Popeye's mother when she gets pregnant and then, less than three weeks later, runs off - leaving her and the child with a disease that was probably syphilis.</p>","No"
"21804","1772","Unnamed Father of Ruby","Unnamed Father of Ruby","","<p>In <em>Sanctuary</em> Ruby's father's last name may be ""Lamar.""  Popeye calls Ruby by that name once (10).  What we can say for sure about her father is that he ""runs his family"" very aggressively, cursing his son for wanting to be the one to kill Ruby's boyfriend Frank and then shooting Frank himself (58).  He calls his daughter a ""whore"" for wanting to elope (58).</p>","No"
