"SourceTextTitle","SourceTextCode","LocationKey","LocationTitle","Type","Authority","OtherTexts","Cemetery X","Cemetery Y","Description","activityPercent","activityURL","excerpt","hgt","lab_old","mark","pageOccurences","wid","Display Label","Status","Other Structure","Role","SortName","True X","True Y","Region","AuthOtherTexts"
"The Hamlet","H","862","Cemetery in Frenchman's Bend","YoknapatawphaInset","Context (text, as interpreted)","","902","1 199","<p>Next to the church in Frenchman's Bend is the churchyard, with ""its sparse gleam of marble headstones in the sombre cedar grove"" (349).</p>","","","","","","","","","Cemetery","Continuous","Cemetery","Only Mentioned in Text","","1545","1360","",""
"The Hamlet","H","797","Graveyard at Old Frenchman Place","Cemetery","Text (when unambiguous)","""Lizards in Jamshyd’s Courtyard""","1 940","1 485","<p>The old Frenchman's body lies, along with the remains of many of his slaves, whom the narrator refers to as ""the progenitors of saxophone players in Harlem,"" ""beneath the weathered and illegible headstones"" on a knoll four hundred yards away from the big house (375).</p>","","","","","","","","","Graveyard","Continuous","Cemetery","Only Mentioned in Text","","","","",""
"The Hamlet","H","796","Garden at Old Frenchman Place","Event","Text (when unambiguous)","""Lizards in Jamshyd’s Courtyard"", The Town","1 888","1 489","<p>The original ""rose-garden"" of the Frenchman's plantation, supposedly the site of buried treasure, is a mass of ""man-tall briers and weeds and persimmon shoots"" (375, 374).  It lies on ""a vague slope"" that rises to the ""shaggy crest"" on which the ruins of the mansion house stand (375).</p>","","","","","","","","","Ruined Garden","Continuous","Plantation Grounds; Garden|Arbor","Site of Event","","","","",""
"The Hamlet","H","861","Tenant Farm on Holland's Land","Farm","Speculation","""Fool About a Horse""","1 772","827","<p>When Ratliff first met Ab Snopes, they were living on tenant farms a mile apart on Old Man Anse Holland's property.  Ab's place is fourteen miles from Jefferson, and to get to town he has to travel up a number of hills and through the hamlet of Whiteleaf (cf. 35); the spot on the map we locate the farm is based on those cues, but ultimately we are speculating.  (In ""Fool about a Horse,"" the tenant family who live on this farm are unnamed - but they are not Snopeses.)</p>","","","","","","","","","Ab Snopes' Farm","Continuous","Farm","Site of Event","","","","",""
"The Hamlet","H","487","Mrs. Littlejohn's Lot","YoknapatawphaInset","Context (text, as interpreted)","""Spotted Horses"", The Town","959","1 314","<p>Next to Mrs. Littlejohn's hotel is the ""livery barn and lot"" where her residents can board their horses and mules (31), and where the spotted ponies are auctioned off.</p>","","","","","","","","","Livery Stable and Lot","Continuous","Livestock Lot; Barn","Site of Event","","1588","1445","",""
"""Lizards in Jamshyd’s Courtyard""","LJC","770","Road to Old Frenchman Place","Event","Text (when unambiguous)","The Hamlet","1 850","1 470","<p>The ""old road"" to the Old Frenchman place was probably part of the plantation.  ""For almost sixty years"" it has not been used, and according to the narrator, ""so peaceful"" that entering it from ""the broad valley highway"" feels like ""another world"" (135).  The bridge that once crossed the ""branch""- i.e. the stream - has ""vanished"" (135).  We have drawn it as connected to the ""highway"" - which is Faulkner's term for the county's main roads, but this highway is unpaved too - at both ends, since in order to avoid being seen Suratt usually ""enters the [Frenchman] place"" from the back (140).</p>","","","","","","","","","Old Road to Frenchman Place","Continuous","Country Road","Site of Event","","","","",""
"""Lizards in Jamshyd’s Courtyard""","LJC","025","Armstids' Farm","Farm","Context (text, as interpreted)","""Shingles for the Lord"", ""Spotted Horses"", As I Lay Dying, Light in August, The Hamlet","1 670","1 340","<p>The Armstids live ""on a small mortgaged farm,"" where they make ""less than a bare living"" from the soil (142).</p>","","","","","","","","","Armstids' Farm","Continuous","Farm","Only Mentioned in Text","","","","",""
"""Lizards in Jamshyd’s Courtyard""","LJC","858","Grimms' Farm","OutOfYoknapatawpha","Context (text, as interpreted)","The Hamlet","2 386","342","<p>The Grimms live in ""the adjoining county"" (147), and apparently own ""a right smart of land"" there (149).  Our decision to place them south of Yoknapatawpha is based on the fact that both Flem Snopes and Suratt use the word ""down"" to locate their place relative to Frenchman's Bend, as in ""down there"" (148) and ""down yonder"" (149).</p>","","","","","","","","","Grimms' Place","Continuous","Farm","Only Mentioned in Text","","","","",""
"""Lizards in Jamshyd’s Courtyard""","LJC","046","Mrs. Littlejohn's Place","House","Text (when unambiguous)","""Spotted Horses"", Flags in the Dust, The Hamlet, The Town","1 635","1 452","<p>What this story calls ""Mrs. Littlejohn's house"" is identified in other texts as a boarding house (149).  Presumably Eustace Grimm is staying there; both he and Flem Snopes eat lunch there.  The narrator says it is ""a quarter of a mile down the road"" from Varner's store (149).</p>","","","","","","","","","Mrs. Littlejohn's","Continuous","Boarding House","Site of Event","","","","",""
"""Lizards in Jamshyd’s Courtyard""","LJC","824","Jefferson Side-Street Restaurant","Office/store","Context (text, as interpreted)","""Centaur in Brass"", Flags in the Dust, Light in August, The Hamlet, The Mansion, The Town","1 194","835","<p>When the story begins, Suratt and his brother-in-law each own half of a restaurant in Jefferson.  The story mentions its ""backless and friction-smooth stools"" and its ""friction-smooth counter"" (141), but gives no information about its location.  When Faulkner revised the story for inclusion in <em>The Hamlet</em> he added the detail that it was on one of the town's ""side-streets.""</p>","","","","","","","","","Suratt's Restaurant","Continuous","Restaurant","Site of Event","","","","",""
"""Lizards in Jamshyd’s Courtyard""","LJC","857","Farm Three Miles from Town","Farm","Context (text, as interpreted)","The Hamlet","1 510","820","<p>The narrative says that the barn where Suratt finally sees a goat is ""three miles from town"" (140).  It doesn't say on which road; our decision to put it on this one is based on the fact that, after leaving the farm of the second goat owner, Suratt ""returns to Jefferson without passing Varner's store"" (140).</p>","","","","","","","","","Farm Three Miles from Town","Continuous","Farm","Site of Event","","","","",""
"""Lizards in Jamshyd’s Courtyard""","LJC","856","Farm of Second Goat Owner","Farm","Context (text, as interpreted)","The Hamlet","1 690","1 155","<p>The ""second goat owner"" whom Suratt calls on lives ""four miles away"" from the first one (139).</p>","","","","","","","","","Second Goat Owner's Farm","Continuous","Farm","Site of Event","","","","",""
"""Lizards in Jamshyd’s Courtyard""","LJC","799","Farm of First Goat Owner","Farm","Context (text, as interpreted)","The Hamlet","1 665","1 280","<p>The ""first goat owner"" whom Suratt calls on has a farm somewhere ""near Varner's store"" (139).  (When Faulkner re-tells this story in <em>The Hamlet</em>, the man who owned the goats is identified as Ben Quick.)</p>","","","","","","","","","First Goat Owner's Farm","Continuous","Farm","Site of Event","","","","",""
"""Lizards in Jamshyd’s Courtyard""","LJC","798","Northerner's Goat Farm","Farm","Speculation","The Hamlet","649","800","<p>All we know about the ranch that ""a Northerner"" is establishing ""to breed native goats"" is that it is somewhere ""across the county"" from Frenchman's Bend (138-39).</p>","","","","","","","","","Northerner's Goat Ranch","Continuous","Farm","Only Mentioned in Text","","","","",""
"""Lizards in Jamshyd’s Courtyard""","LJC","021","Varner's Store","Office/store","Faulkner map","""An Error in Chemistry"", ""By the People"", ""Centaur in Brass"", ""Fool About a Horse"", ""Hand Upon the Waters"", ""Miss Zilphia Gant"", ""Spotted Horses"", ""The Hound"", ""Tomorrow"", As I Lay Dying, Flags in the Dust, Intruder in the Dust, Light in August, Requiem for a Nun, The Hamlet, The Mansion, The Town","1 575","1 400","<p>The country store that Will Varner owns and that Flem Snopes runs is the center of social life in ""the Frenchman's Bend country"" (139).  Suratt, for example, always stops there on his professional travels, sharing and gathering information from the groups of local farmers who can almost invariably be found ""squatting along the porch"" that faces the road (139).</p>","","","","","","","","","Varner's Store","Continuous","Country Store","Site of Event","","","","",""
"""Lizards in Jamshyd’s Courtyard""","LJC","819","Uncle Dick Bolivar's Place","OutOfYoknapatawpha","Context (text, as interpreted)","The Hamlet","2 380","320","<p>Uncle Dick lives alone in ""a mud-daubed hut in a cane swamp"" thirty miles away from the Old Frenchman place (144).  This distance makes it likely that he lives outside Yoknapatawpha, and the cane swamp suggests that his hut is on a river.  We have located it upstream from the Old Frenchman place, but that is speculation.</p>","","","","","","","","","Uncle Dick's Place","Continuous","White-occupied Cabin","Site of Event","","","","",""
"""Lizards in Jamshyd’s Courtyard""","LJC","797","Graveyard at Old Frenchman Place","Cemetery","Text (when unambiguous)","The Hamlet","1 940","1 485","<p>The people who died at the Old Frenchman place when it was a working antebellum plantation were buried in a cemetery that lies ""on a smaller knoll"" than the mansion house and ""four hundred yards"" away from it (136).  Their ""weathered and illegible headstones"" remain (136).  Apparently slaves were buried there too, since the narrative says that ""the progenitors of saxophone players in Harlem honky-tonks"" lie there with the kinfolks of the Old Frenchman (136).  It's not known if he himself is buried there.</p>","","","","","","","","","Old Frenchman Place Graveyard","Continuous","Cemetery","Only Mentioned in Text","","","","",""
"""Lizards in Jamshyd’s Courtyard""","LJC","796","Garden at Old Frenchman Place","Event","Text (when unambiguous)","The Hamlet, The Town","1 888","1 489","<p>The original formal ""garden"" at the Old Frenchman's place is now overgrown, an ""inscrutable desolation of cedar and brier and crapemyrtle and calycanthus gone lush and wild"" (140).  It lies on a ""shaggy slope"" between the mansion and the drive (142).</p>","","","","","","","","","Garden at Old Frenchman Place","Continuous","Plantation Grounds; Garden|Arbor","Site of Event","","","","",""
"""Lizards in Jamshyd’s Courtyard""","LJC","022","Grenier Plantation|Old Frenchman Place","Mansion","Faulkner map","""A Name for the City"", ""Centaur in Brass"", ""Hand Upon the Waters"", Intruder in the Dust, Requiem for a Nun, Sanctuary, The Hamlet, The Mansion, The Reivers , The Town","1 913","1 505","<p>This ""huge house,"" designed by ""an imported English architect"" before the Civil War, has been abandoned ""for almost sixty years"" at the time of the story (136, 135).  During that time the small farmers who live nearby have been tearing it apart for firewood, so that now it appears as a ""gaunt and austere skeleton,"" with a ""broken roof and topless chimneys"" (136).  Along with the rest of the property, it is owned by Will Varner when the story begins - and by Suratt, Tull and Armstid when it ends.  Like the anonymous ""old Frenchman"" who built it when it was perhaps the first and certainly one of the largest slave plantations in Yoknapatawpha, they bought it hoping to get rich.</p>","","","","","","","","","Old Frenchman Place","Continuous","Plantation","Site of Event","","","","",""
